,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
4373,Apple trumps Nvidia in tablet gaming {link} #entry #friends #house #sxsw,Apple,Positive emotion,apple trump nvidia tablet game entry friend house,1
4374,Really tempted to get the iPad 2 #sxsw,iPad,Positive emotion,really tempt get ipad,1
4376,"Nope, seems no Google Circles launch today: {link} #sxsw",Other Google product or service,Negative emotion,nope seem google circle launch today,0
4377,Apple seems to be winning in the app world. #sxsw,Apple,Positive emotion,apple seem win app world,1
4382,What are my #Seattle #SXSW peeps up to today? Replacement iPhone in hand - I'm back in action!,iPhone,Positive emotion,seattle peep today replacement iphone hand im back action,1
4383,@mention my #twitter iPhone app has been down for a few days. Heading to #SXSW and want to tweet a lot - can you help?,iPad or iPhone App,Negative emotion,twitter iphone app day head want tweet lot help,0
4385,"Restored my Apple made smart phone, because I'm about to unleash hell on it at #SXSW.",Apple,Positive emotion,restore apple make smart phone im unleash hell,1
4388,"Just got my hand on the ipad 2 at #sxsw. Mixed feelings on the magnetic cover, but overall, a great improvemnt.",iPad,Positive emotion,get hand ipad mixed feeling magnetic cover overall great improvemnt,1
4389,Just got my iPad 2 courtesy of the pop up store in Austin!! Yay for #sxsw allowing the amount of available iPads to rise!,iPad,Positive emotion,get ipad courtesy pop store austin yay allow amount available ipads rise,1
4390,Just got my iPad 2 white 64gb wifi blue cover. That is the only thing they sell in #SXSW apple store.  {link},iPad,Positive emotion,get ipad white gb wifi blue cover thing sell apple store,1
4392,@mention my iPhone crashed &amp; I had to do a fresh restore &amp; lost my fave Dali/canvas pak? Can I ever get it back? Also are you @mention #sxsw?,iPhone,Negative emotion,iphone crash amp fresh restore amp lose fave dalicanvas pak ever get back also,0
4394,Today is my last day at the Apple pop-up for #SXSW. Vacation starts tomorrow. It's been such a great experience to be here.,Apple,Positive emotion,today last day apple popup vacation start tomorrow great experience,1
4395,"Time for my late night iPad2 purchase! #SXSW (@mention Apple Store, SXSW w/ 75 others) {link}",iPad,Positive emotion,time late night ipad purchase apple store others,1
4397,Just got my Mophie Juice Pack plus for my iPhone 4! Now I'm ready for #sxsw. More than double the battery life #FTW,iPhone,Positive emotion,get mophie juice pack plus iphone im ready double battery life ftw,1
4398,Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw,Other Apple product or service,Positive emotion,sound voice shot exploit apple amp best buys day return policy imacs brilliant,1
4399,Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs. Brilliant. #sxsw:  {link},,Positive emotion,sound voice shot exploit apple amp best buys day return policy imacs brilliant,1
4401,"Ahhh, darn :( RT @mention @mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all.",Other Google product or service,Negative emotion,ahhh darn accord google confirm launch,0
4405,ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],Other Google product or service,Positive emotion,million mile day drive google map navigation assistedquot marissa mayer gps biz toast,1
4413,Australian business &amp; not-for-profits may be interested in these SEO insights from Google &amp; Bing at #sxsw {link} #digibiz,Google,Positive emotion,australian business amp notforprofits may interested seo insight google amp bing digibiz,1
4416,Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Other Google product or service,Positive emotion,fun create dynamic google doc opposite side killcommunity room,1
4417,RT@mention Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store,iPad,Positive emotion,rtmention crowley cashmore think ipad minor step tell people stand line apple popup store,1
4423,"RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",,Positive emotion,rtmention google launch major new social network call circle possibly today twnp socmedia,1
4426,"We lose an hour tonight. #SxSW attendees will blame Microsoft, Apple will get credit for fixing it before Christmas.",Apple,Positive emotion,lose hour tonight attendee blame microsoft apple get credit fix christmas,1
4427,"Please can I hear more people talk about the iPad 2, preferrably with more #sxsw hashtags -  I really have a deficit of this in my life!",iPad,Negative emotion,please hear people talk ipad preferrably hashtags really deficit life,0
4429,"Innovation in banking is coming from mobile. The innovators are Apple, Google and Verizon #sxsw #bankinnovation",Google,Positive emotion,innovation banking come mobile innovator apple google verizon bankinnovation,1
4431,#sxsw tron iPad app is very swish - behind the scenes footage &amp; directors notes that syncs to blueray playing film,iPad or iPhone App,Positive emotion,tron ipad app swish behind scenes footage amp director note syncs blueray playing film,1
4432,"I think an iPad is eminent. Typing thoughtful notes on a phone not working,  mac book to big, handwriting is ridic. #sxsw day 2 conquered.",iPad,Positive emotion,think ipad eminent type thoughtful note phone work mac book big handwriting ridic day conquer,1
4433,My Verizon iPhone is kicking hairy butts at SXSW.  How's your AT&amp;T phone doing?  :-D  #SXSW,iPhone,Positive emotion,verizon iphone kick hairy butt hows atampt phone,1
4434,My Verizon iPhone is kicking hairy butts at SXSW. How's your AT&amp;T phone doing? :-D #SXSW {link},iPhone,Positive emotion,verizon iphone kick hairy butt hows atampt phone,1
4435,"this woman is great - fessing up to issues, admitting google could do better #sxsw",Google,Negative emotion,woman great fessing issue admit google could better,0
4437,Lisa Cohen just announced that @mention will have an iphone app out this month. Sweet! #comCom #SXSW,iPad or iPhone App,Positive emotion,lisa cohen announce iphone app month sweet comcom,1
4438,Mike Tyson launched iPhone game @mention #SXSW {link} #tech #news {link},,Positive emotion,mike tyson launch iphone game tech news,1
4439,Wanting in line at the unconfirmed Apple pop-up store for an iPad 2. #sxsw,iPad,Positive emotion,want line unconfirmed apple popup store ipad,1
4440,Waiting in line for the iPad 2. They said they may have some left...crossing my fingers. #sxsw,iPad,Positive emotion,wait line ipad say may leftcrossing finger,1
4441,RT@mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive emotion,rtmention love quotapple come cool technology one ever hear go conferencesquot,1
4444,Ours is on order! (2 week wait) RT @mention Have decided I need an ipad. #usguys #sxsw,iPad,Positive emotion,order week wait decide need ipad usguys,1
4448,Left brain search = google. Right brain search = X. Best session today covering semantic web and recommendations #sxsw {link},Google,Positive emotion,leave brain search google right brain search best session today cover semantic web recommendation,1
4449,Never seen so many apple products in my life #sxsw,Apple,Positive emotion,never see many apple product life,1
4450,Never seen so many heads turn at one point. Someone from #Apple asks a question to Reid Hoffman #SXSW,,Positive emotion,never see many head turn one point someone apple ask question reid hoffman,1
4451,"Podcast on Social Business Summit 2011 AUSTIN {link} @mention @mention #sxsw , listened to it on my new Iphone ... delight !",iPhone,Positive emotion,podcast social business summit austin listen new iphone delight,1
4452,RT@mention t's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive emotion,rtmention t rumor apple open temporary store downtown austin ipad launch,1
4454,Sitting on the floor behind a guy who's fondling his new iPad 2 in a very disturbing way. #sxsw,iPad,Negative emotion,sit floor behind guy who fondle new ipad disturb way,0
4455,Sitting on the ground waiting for my iPad at the Austin #apple popup store at #SXSW. What a geek I am.  {link},iPad,Positive emotion,sit ground wait ipad austin apple popup store geek,1
4456,Windows in the Scarborough building on corner of 6th &amp; Congress blacked out... an Apple pop-up store is being born! #sxsw #WeLiveHere,Apple,Positive emotion,window scarborough building corner th amp congress black apple popup store born welivehere,1
4457,I've taken the SXSW iPhone and iPad apps for granted. Realizing just how amazing these apps are. Big applause to designers/devs. #SXSW,iPad or iPhone App,Positive emotion,ive take iphone ipad apps grant realize amaze apps big applause designersdevs,1
4460,Are you in town for #SXSW? Be sure to check in with us using Google Places and Foursquare for some kick ass deals! #foursquare #googleplaces,Other Google product or service,Positive emotion,town sure check u use google place foursquare kick as deal foursquare googleplaces,1
4461,Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,iPad or iPhone App,Positive emotion,fun new checkins feature iphone see late article quotroll squarequot,1
4462,Mike Tyson wants to be an iPhone knockout | #SXSW - CNET Blogs {link},iPhone,Positive emotion,mike tyson want iphone knockout cnet blog,1
4464,"RT@mention What's going on at #sxsw today? Share photos, video with iReport: {link} or through #CNN iPhone app!",iPad or iPhone App,Positive emotion,rtmention whats go today share photo video ireport cnn iphone app,1
4466,"Having fun with Google Analytics in our Berklee Topspin class !  If you haven't used it before, great info for marketing your music ! #SXSW",Other Google product or service,Positive emotion,fun google analytics berklee topspin class use great info marketing music,1
4470,Those aren't apples! RT @mention Woke up sandwiched between my iPhone and iPad. I forgot how much #SXSW was like geek spring break,iPhone,Positive emotion,apple wake sandwiched iphone ipad forget much like geek spring break,1
4473,"No, I didn't get an iPad 2 :( No, I'm not at #sxsw :( Yes, I am depressed :(",iPad,Positive emotion,get ipad im yes depress,1
4475,"LOL, I don't see a single PC user around meÛÓjust Macbooks and iPads. Web devs are definitely Apple folks. #sxsw #apple",Apple,Positive emotion,lol see single pc user around mejust macbooks ipads web devs definitely apple folk apple,1
4477,"Grouped{in} nice app for groups, aber leider nur fÌ_r iPhone.  {link} #sxsw",iPad or iPhone App,Positive emotion,groupedin nice app group aber leider nur fr iphone,1
4484,iPad 2 sync complete! I'm live! #livingthedream #sxsw,iPad,Positive emotion,ipad sync complete im live livingthedream,1
4485,"Testing #NCAA MMOD iPad app during an #sxsw session. Flawless livesteam of bracket show. AT&amp;T ad for Atrix makes no sense on mute, though.",iPad or iPhone App,Positive emotion,test ncaa mmod ipad app session flawless livesteam bracket show atampt ad atrix make sense mute though,1
4486,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw,Google,Negative emotion,grrrplancast stuff export google calendar san diegopacific time shift central tme wack,0
4487,Had to cancel my trip to Austin #SXSW today/I'm under the weather. Found a great iTunes mix of SXSW artists &amp; it's FREE!{link},Other Apple product or service,Positive emotion,cancel trip austin todayim weather find great itunes mix artist amp freelink,1
4489,"We all, including me, have this emotional thing with iPad. #barrydiller #sxsw #pnid",iPad,Positive emotion,include emotional thing ipad barrydiller pnid,1
4490,James Franco is going over notes for his #SXSW speech iPad 2 vs Android Vs World. He got an iPad days ago but feels like an expert already.,iPad,Positive emotion,james franco go note speech ipad v android v world get ipad day ago feel like expert already,1
4493,Crowley and Cashmore think iPad 2 is a minor step up. Tell that to the people standing in line at #SXSW Apple pop-up store! #checkins,iPad,Positive emotion,crowley cashmore think ipad minor step tell people stand line apple popup store checkins,1
4494,"Wow, demand for the iPad 2 is insatiable, seems to be sold out everywhere in Austin, Texas. I suppose #SXSW being in town isn't helping.",iPad,Positive emotion,wow demand ipad insatiable seem sell everywhere austin texas suppose town help,1
4501,"line around the corner for #iPad2 at #sxsw, i say wait on it. I've already got two cameras on my #iPhone sorry #apple",iPad,Negative emotion,line around corner ipad say wait ive already get two camera iphone sorry apple,0
4502,Anyone find the makeshift #Apple store at #SXSW yet?,Apple,Positive emotion,anyone find makeshift apple store yet,1
4504,is surrounded by lots of iPad 2 boxes #SXSW,iPad,Positive emotion,surround lot ipad box,1
4505,SXSW attendees! Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2!,iPad,Positive emotion,attendee come see aquent booth trade show might win ipad,1
4507,"Bereft wanderer. White cord, limp. Lifeless. There is no outlet for your iPhone here. #sxsw #poetry",iPhone,Negative emotion,bereft wanderer white cord limp lifeless outlet iphone poetry,0
4508,"Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",iPad or iPhone App,Positive emotion,hey vufinders awesome new update iphone app speedup object tag outside conf hour,1
4510,Really finding myself enjoying the ipad design principles. Well done. #tapworthy Very useful and clear points throughout. #sxsw,iPad,Positive emotion,really find enjoy ipad design principle well do tapworthy useful clear point throughout,1
4511,Google finding new ways to help small business say more on their Place Page #sxsw [Here's our overview {link},Google,Positive emotion,google find new way help small business say place page heres overview,1
4512,Google handing out free pi for pi day! #SXSW #win,Google,Positive emotion,google hand free pi pi day win,1
4513,I cant handle everyone's tweets about the new Flipboard. #Jealous Thinking about taking the plunge and buying an iPad at #SXSW,iPad,Positive emotion,cant handle everyones tweet new flipboard jealous think take plunge buying ipad,1
4516,Man panhandling for an iPad 2 at SXSW. WhatÛªs the world coming to? #iPad #apple #tablet #SXSW,iPad,Negative emotion,man panhandle ipad whats world come ipad apple tablet,0
4518,"At Team Android party, come by @mention table &amp; show us Appolicious app on yr phone to enter to win Nexus S! {link} #sxsw",Android,Positive emotion,team android party come table amp show u appolicious app yr phone enter win nexus,1
4519,My free android tshirt #SXSW  {link},Android,Positive emotion,free android tshirt,1
4524,Domo iPhone &amp; Android App: Share with Facebook Strangers {link} via @mention #DOMO #SXSW,iPad or iPhone App,Positive emotion,domo iphone amp android app share facebook stranger via domo,1
4525,This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing. #Fuckit #Illmakeitwork,iPad or iPhone App,Negative emotion,iphone app would pretty awesome crash every min extend browse fuckit illmakeitwork,0
4526,Best iPhone accessory of #sxsw {link} #rockstache #techsmith #istache /via @mention,iPhone,Positive emotion,best iphone accessory rockstache techsmith istache via,1
4528,"SXSW iPhone app is awesome, but iPad app crashes every time. #sxsw",iPad or iPhone App,Negative emotion,iphone app awesome ipad app crash every time,0
4535,I'm in line for an #iPad 2 @mention @mention #SxSW,iPad,Positive emotion,im line ipad,1
4536,Whoa - line for ipad2 is 3blks long!!! #apple #Austin #SXSW,,Positive emotion,whoa line ipad blks long apple austin,1
4541,Does anyone have an address for the yeasayer concert tonight? Google maps is failing. #sxsw,Other Google product or service,Negative emotion,anyone address yeasayer concert tonight google map fail,0
4542,Does anyone have news from #SXSW? Other than the #iPad 2 is a must-have of course. {link},iPad,Positive emotion,anyone news ipad musthave course,1
4545,Does anyone know if the @mention store at #sxsw still has ipad 2's in stock?,iPad,Positive emotion,anyone know store still ipad stock,1
4551,I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw,Apple,Negative emotion,ask one booth people apple pay every single booth show product ipads say idontbelieve,0
4552,This is one of the least helpful sessions at #sxsw.  Leave this session &amp; read these iPad Design notes instead.  {link} #UXDes,iPad,Positive emotion,one least helpful session leave session amp read ipad design note instead uxdes,1
4553,This is one of the three best apps we've seen at #SXSW {link},iPad or iPhone App,Positive emotion,one three best apps weve see,1
4556,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,Google,Positive emotion,everyone work google genius seriously smart artistic,1
4562,"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",iPad,Positive emotion,apple open popup store release ipad quite scene geek power,1
4568,It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,iPad,Positive emotion,lonely job protect ipad someone get ta,1
4571,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,Other Google product or service,Positive emotion,thewildernessdowntowncom best show google thomas gayno quotit like choreography browser windowsquot,1
4572,"the internet blurs, {link} the iPad fades, {link} ÛÒ @mention at #SXSW",iPad,Negative emotion,internet blur ipad fade,0
4573,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,Other Google product or service,Positive emotion,google new quotroutearoundquot feature give alternate route avoid traffic collectively save driver yrsday,1
4576,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,iPad or iPhone App,Positive emotion,new ipad apps speech therapy communication showcased conference sxswi assistivetech,1
4580,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,iPad or iPhone App,Positive emotion,new ipad apps speech therapy communication showcased conference augcomm hcsm mhealth,1
4581,I covet #New IPad. {link} #SXSW,iPad,Positive emotion,covet new ipad,1
4582,Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,iPad,Positive emotion,buy new ipads geekdate apple ipad,1
4586,"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",Other Google product or service,Positive emotion,google new version map already save pp yrs time spend locate place since launch earlier week,1
4588,#random #news #tech exclusive shot of #SXSW popup Apple Store! {link} #TT #FF,Apple,Positive emotion,random news tech exclusive shot popup apple store tt ff,1
4590,@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,iPad,Positive emotion,news lot ipad bash everyone want one even consistent theme,1
4591,Wowwwwww next google maps is amazing! #sxsw,Other Google product or service,Positive emotion,wowwwwww next google map amaze,1
4592,This guy next to me is using his ipad 2 as a periscope. #sxsw,iPad,Positive emotion,guy next use ipad periscope,1
4596,Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,iPad,Positive emotion,sweet danfung dennis demo immersive video rig ipad platform use hell back party,1
4598,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSWÛ,Google,Negative emotion,interest quotmention quotgoogle look technical solution theyre great community human solution,0
4602,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,Google,Positive emotion,debate brand role publisher enjoy heard google doodle guy,1
4604,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},Google,Positive emotion,im look forward panel tomorrow pm leave brain search google right brain search,1
4605,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",iPad,Positive emotion,im look forward smcdallas pre party wed hop ill win ipad result shameless promotion chevysmc,1
4606,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,iPad or iPhone App,Negative emotion,tweet pretty non existent today thanks iphone app fail hootsuite epic replacement owllove,0
4613,"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",Apple,Positive emotion,im miss apple even open temporary store downtown austin say hope get passport,1
4615,Interesting presentation on the building of #Netflix iphone App at #sxsw {link},iPad or iPhone App,Positive emotion,interesting presentation building netflix iphone app,1
4617,Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,,Positive emotion,interest google analytics track offsite link virtual pg view use script moreknowledge mitharvard,1
4623,Well having the iPad has really been the perfect device for #SXSW.,iPad,Positive emotion,well ipad really perfect device,1
4625,Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,iPad,Positive emotion,interesting tidbit apple design ipad case design actual device,1
4626,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,Apple,Positive emotion,who go apple store therelink aapl,1
4627,I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,iPad,Negative emotion,go mock technerds come stand hour line ipad remember horror movie,0
4629,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,iPad or iPhone App,Positive emotion,interest see yellow page ipad app come example good practice,1
4631,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),iPhone,Negative emotion,start think blackberry like abacus phone damn iphone wanted abacus,0
4633,#iPad being unloaded at #sxsw popup store. Awesome! {link},iPad,Positive emotion,ipad unload popup store awesome,1
4639,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh åÇ Austin Details {link}",iPad,Positive emotion,ipad lounge free daily free coffee ipad art recharge refresh austin detail,1
4644,"@mention Nice #SXSW song @mention  DonÛªt hack, Write Rails. Under deliver, over sell. Work for Google. {link}",Google,Negative emotion,nice song hack write rail deliver sell work google,0
4645,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,iPad or iPhone App,Positive emotion,nice meeting last night confession instal ipad amp really like,1
4646,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,Apple,Positive emotion,nice move apple center apple fanboydom next week,1
4647,@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},iPad,Positive emotion,nice vid ipad hope behind camera,1
4648,@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,Apple,Positive emotion,nice work organize apple popup store wish austin,1
4650,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",Other Google product or service,Positive emotion,google deny launch major new social network circle include tim oreily say exists awesome,1
4654,"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",Apple,Positive emotion,apple open popup store cool another reason im pissedimnotgoingtosxsw,1
4655,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2. ÛÏ@mention {link},Apple,Positive emotion,apple open store downtown atx wknd time ppl buy ipad,1
4658,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",Apple,Positive emotion,apple open downtown austin pop store even begin apple win,1
4660,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},iPad,Positive emotion,apple open popup store austin congress th sell new ipads,1
4663,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",Apple,Positive emotion,apple open popup store austin phew begin panic thanks steve,1
4666,Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,Apple,Positive emotion,apple open popup store austin lt ya get ta hand apple always innovate apple,1
4672,I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},iPad or iPhone App,Positive emotion,im listen get talib kweli via discovr app iphone im plane love gogo,1
4674,Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},,Positive emotion,apple open temporary store downtown austin ipad launch,1
4675,"Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",Apple,Positive emotion,great even karateka castle wolfenstein choplifter apple classic oldskol,1
4679,"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",Apple,Positive emotion,also thanks apple release ios time instal leave home,1
4684,"Dan Neumann just announced the launch of Organic's first consumer-facing iPad app, Broadfeed at #SXSW 
check it out!!",iPad,Positive emotion,dan neumann announce launch organic first consumerfacing ipad app broadfeed check,1
4685,You're gonna want these iPhone apps if you're heading to #SXSW today. 10 hot ones. Download away! {link},iPad or iPhone App,Positive emotion,gon na want iphone apps head today hot one download away,1
4686,"MyPOV: Winner: popup Apple Store, Chevy Cruze  Losers: Investors propping up frothy startups w/ no enterprise strategy. #sxsw",Apple,Positive emotion,mypov winner popup apple store chevy cruze loser investor prop frothy startup enterprise strategy,1
4688,I keep winning shit! Thanks @mention for the killer iPad case. #sxsw,Other Apple product or service,Positive emotion,keep win shit thanks killer ipad case,1
4695,"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw",iPad,Negative emotion,buy ipad id wait ipad teleport capability,0
4696,This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,Negative emotion,technology happen iphone nokia pushsnowboarding,0
4699,There at not even words for how much the wireless at #SXSW sucks.  Thank goodness for my iPhone.,iPhone,Positive emotion,even word much wireless suck thank goodness iphone,1
4707,@mention Not to shill for the iPad but don't underestimate its appeal. {link} #newsapps #sxsw,iPad,Positive emotion,shill ipad underestimate appeal newsapps,1
4708,"#SXSW keynote Marissa Mayers: 12 billion miles driven w/ Google maps navigation / yr, route around traffic saving users 2 yrs total. Wow.",Other Google product or service,Positive emotion,keynote marissa mayer billion mile driven google map navigation yr route around traffic save user yrs total wow,1
4710,iPad 2. Another reason I'd love to be @mention #sxsw,iPad,Positive emotion,ipad another reason id love,1
4711,There is nothing quite like #SXSW to make you want an iPad. Desperately. Am almost drooling on the guy's next to me.,iPad,Positive emotion,nothing quite like make want ipad desperately almost drool guy next,1
4712,There is nothing sillier than watching people record video with an ipad. #SXSW,iPad,Negative emotion,nothing sillier watch people record video ipad,0
4714,Agreed ÛÓ Novelty of #iPad news #apps fades fast among digital delegates ÛÓ {link}  #media #SXSW (via @mention,iPad,Negative emotion,agree novelty ipad news apps fade fast among digital delegate medium via,0
4716,"I don't know how I ended up here, but the Google party is going off!!! Robot ninja wars!!! #sxsw",,Positive emotion,know end google party go robot ninja war,1
4717,"&quot;I know I'm right, I own an Apple&quot; #sxsw",Apple,Positive emotion,quoti know im right applequot,1
4718,Thinking now that I shoulda gone to SXSW this year ...first year of the iPad.. Could be some interesting sessions. #sxsw,iPad,Positive emotion,think shoulda go year first year ipad could interest session,1
4719,I wanna know too RT @mention One of our producers is going to #SXSW. What (hopefully free) #iPhone apps should she DL?,iPad or iPhone App,Positive emotion,wan na know one producer go hopefully free iphone apps dl,1
4721,"Anybody know whether I can nab white, 3G, 64GB #iPad2 at #Austin #SXSW #Apple #PopUpStore?",iPad,Positive emotion,anybody know whether nab white gb ipad austin apple popupstore,1
4722,I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,iPad,Positive emotion,know would original content anything todays worldand ipad well barry diller,1
4724,Apple opens &quot;Pop-up&quot; store for #SXSW RT @mention Smart. Very well played Fruit Co. {link} /via @mention,Apple,Positive emotion,apple open quotpopupquot store smart well play fruit co via,1
4729,Seeing tons of iPad2s around. Guess it just took that long to get through the #SXSW apple store line (@mention,iPad,Positive emotion,see ton ipads around guess take long get apple store line,1
4732,Apple opens temporary store for #SXSW to sell iPad 2. {link} #TNW,iPad,Positive emotion,apple open temporary store sell ipad tnw,1
4734,"#SXSW Plans: Google party, blackberry party and then IE 8 party. Good times.",Google,Positive emotion,plan google party blackberry party ie party good time,1
4735,"#SXSW sponsored by Apple, plaid, and boys I'm attracted to.",Apple,Positive emotion,sponsor apple plaid boys im attract,1
4736,"&quot;Transparency, choice and control are what define Google products.&quot; -Mayer. Thereby defining the Google brand with the same values #SXSW",Google,Positive emotion,quottransparency choice control define google productsquot mayer thereby define google brand value,1
4737,In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw,Apple,Negative emotion,consumerists quotworst company america quot tournament bracket apple pit microsoft first round,0
4744,Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,Apple,Positive emotion,enchantment get trustworthiness zappos likeability virgin product apple,1
4746,"Ok, I'm interested. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,Positive emotion,ok im interested google launch major new social network call circle possibly today,1
4747,iPad 2 contest in full-swing!!  Great seeing so many of you on actsofsharing.com.  Still plenty of time to join the fun! #SXSW,iPad,Positive emotion,ipad contest fullswing great see many actsofsharingcom still plenty time join fun,1
4749,I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.,iPad,Negative emotion,fully anticipate every geekdouche tot ipad people also worth go,0
4750,I am inventing a &quot;dislike&quot; button for #iPad 2 lines. {link} #SXSW,iPad,Negative emotion,invent quotdislikequot button ipad line,0
4751,Google continues to innovate.  I don't think we can fathom what the future will be like.  #SxSW,Google,Positive emotion,google continue innovate think fathom future like,1
4754,":) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,Positive emotion,quotgoogle tweetquot new quotthink speakquot mark belinsky tweet panel,1
4762,Being @mention #SXSW is making it impossible not 2 succumb 2 upgrading my #iPad. It's a year old &amp; I feel like I'm walking around w a bag phone...,iPad,Positive emotion,make impossible succumb upgrading ipad year old amp feel like im walk around bag phone,1
